id,traceId,sessionId,datasetRunId,timestamp,source,name,dataType,value,stringValue,comment,metadata,observationId,traceName,userId,traceTags,environment,authorUserName
"57346306e95b19e3","21a78d4a3d674ae52d137459e8585070","","","2025-12-22T20:24:08.643Z","API","retriever_rank","NUMERIC","1","","","{}","c0b1b16228a6747c","dense_retrieval","","[]","default",""
"d116e2772115fb1a","4b309706ceb1dee61f2f6e84e2ed5e7c","","","2025-12-22T20:24:08.178Z","API","retriever_rank","NUMERIC","1","","","{}","68adaf5ef3c952f3","dense_retrieval","","[]","default",""
"6b6aae25654c4a6e","27dd1bb73225500ba033ddce3cea28df","","","2025-12-22T20:24:07.723Z","API","retriever_rank","NUMERIC","1","","","{}","b2fb541ee25ce47a","dense_retrieval","","[]","default",""
"f8cd03e510bcff7d","c3132e01aa1269a4988ffb35722f3c55","","","2025-12-22T20:24:07.283Z","API","retriever_rank","NUMERIC","1","","","{}","6223590f795656e8","dense_retrieval","","[]","default",""
"f165fac15afae4d9","b5c659f7462c9d951d6f61c7a80cc1e6","","","2025-12-22T20:24:06.725Z","API","retriever_rank","NUMERIC","1","","","{}","a75aa56205e0e5b4","dense_retrieval","","[]","default",""
"1e179f4806be80c8","3671e12d05ce178ae5df20e529c0e137","","","2025-12-22T20:24:06.225Z","API","retriever_rank","NUMERIC","1","","","{}","87d6c4646a9efe26","dense_retrieval","","[]","default",""
"ef87d2fd3cc6844f","f4398b280e9c6c72948bb25631ca1459","","","2025-12-22T20:24:05.764Z","API","retriever_rank","NUMERIC","1","","","{}","6d035fdd96b1bd6c","dense_retrieval","","[]","default",""
"16bb095563af06cf","9a1fabbb0a418ef32434c14dc030c111","","","2025-12-22T20:24:05.347Z","API","retriever_rank","NUMERIC","1","","","{}","95613c1a7fb3675d","dense_retrieval","","[]","default",""
"635a4b590e5f6f4d","f4af4b0c249449ad8db5cea9d6d706bf","","","2025-12-22T20:24:04.886Z","API","retriever_rank","NUMERIC","1","","","{}","363dd80e6de77eb2","dense_retrieval","","[]","default",""
"c4fcefd991c017de","d23cfefe99cf20d2bf42437e5419e5a3","","","2025-12-22T20:24:04.442Z","API","retriever_rank","NUMERIC","1","","","{}","ce55cbfa1c379380","dense_retrieval","","[]","default",""
"b2a731c6e09c2778","114319bcacb44ce57e64f1861b0b1079","","","2025-12-22T20:24:03.997Z","API","retriever_rank","NUMERIC","1","","","{}","042a46390122937f","dense_retrieval","","[]","default",""
"e6e646d22fb7ace9","47906e6a6a975e8ec1009a76848b11cf","","","2025-12-22T20:24:03.385Z","API","retriever_rank","NUMERIC","1","","","{}","f3842e6f28e02b23","dense_retrieval","","[]","default",""
"29c6cf8b9a1f5fc7","b012385f656d59c0064a240d5a727f86","","","2025-12-22T20:24:02.947Z","API","retriever_rank","NUMERIC","1","","","{}","ca89905d7c705674","dense_retrieval","","[]","default",""
"6355a20d2f9c6e5f","8b7018d7eee33b188b91517414f5564b","","","2025-12-22T20:24:02.450Z","API","retriever_rank","NUMERIC","1","","","{}","a455e875ceae579e","dense_retrieval","","[]","default",""
"1ad71aed7a9c8a38","1a948f7df0e3da6e59b6303665430a8d","","","2025-12-22T20:24:01.960Z","API","retriever_rank","NUMERIC","1","","","{}","1c8509cec4338b6d","dense_retrieval","","[]","default",""
"ee71d3777e9087fd","9501bdc99eb3d7ead5ef49bbe71d9e3b","","","2025-12-22T20:24:01.509Z","API","retriever_rank","NUMERIC","2","","","{}","bf0192711d44ceef","dense_retrieval","","[]","default",""
"c13be536f3993a80","30e1c4125fb88041288d5be4baa121c4","","","2025-12-22T20:24:00.968Z","API","retriever_rank","NUMERIC","1","","","{}","e642c3180e371ab3","dense_retrieval","","[]","default",""
